shade_code,color_name,hex_code,L,a,b,lab_source
RAL 075 80 50,Orient Yellow,#F7B969,79.33,13.84,48.79,hex
RAL 075 80 60,Carriage Yellow,#FFB756,79.50,16.93,58.20,hex
RAL 075 85 10,Water Lily White,#E6D6C4,86.46,2.58,10.88,hex
RAL 075 85 20,Banana Ice Cream,#F1D3B2,86.26,5.56,20.21,hex
RAL 075 85 30,Maple Beige,#FAD0A1,86.01,8.39,28.88,hex
RAL 075 85 40,Goldenrod Yellow,#FFCE8F,85.70,9.42,37.83,hex
RAL 075 90 10,Dessert Cream,#F6E4D0,91.52,2.93,11.97,hex
RAL 075 90 20,Butter White,#FDDEBD,90.23,5.82,20.14,hex
RAL 075 93 05,Vanilla White,#F6EEE5,94.48,1.16,5.30,hex
RAL 080 20 05,Night Brown Black,#322D25,18.75,0.63,6.00,hex
RAL 080 20 10,Vanilla Bean Brown,#362C1D,18.69,1.97,11.45,hex
RAL 080 30 05,Earth Black,#49433B,28.76,0.96,5.78,hex
RAL 080 30 10,Olive Black,#4B4031,27.80,2.09,10.94,hex
RAL 080 30 20,Clove Yellow Brown,#523F21,28.00,4.09,21.39,hex
RAL 080 30 26,Smoked Oak Brown,#573F16,28.48,5.71,28.34,hex
RAL 080 40 05,Office Grey,#635D54,39.78,0.68,6.03,hex
RAL 080 40 10,Stone Brown,#665B4D,39.31,1.94,9.70,hex
RAL 080 40 20,Pimento Grain Brown,#6C5738,38.36,4.13,21.23,hex
RAL 080 40 30,Ochre Green,#725728,38.81,5.42,31.04,hex
RAL 080 40 40,Autumn Leaf Brown,#7A560E,39.29,8.53,43.42,hex
RAL 080 50 05,Dusk Grey,#7B756C,49.52,0.61,5.79,hex
RAL 080 50 10,Rye Brown,#807465,49.52,2.01,9.98,hex
RAL 080 50 20,Greyish Yellow,#877254,49.28,3.64,19.70,hex
RAL 080 50 30,Chili Green,#8D7040,49.03,5.23,30.81,hex
RAL 080 50 40,Dirt Yellow,#926E2E,48.84,7.26,40.12,hex
RAL 080 50 50,Chamois Yellow,#986E19,49.37,9.03,49.80,hex
RAL 080 60 05,Flannel Grey,#969087,60.05,0.57,5.57,hex
RAL 080 60 10,Light Khaki,#998D7C,59.23,1.55,10.69,hex
RAL 080 60 20,Spelt Grain Brown,#A38C6B,59.53,3.68,20.85,hex
RAL 080 60 30,Golden Quartz Ochre,#AA8A58,59.37,5.55,31.26,hex
RAL 080 60 40,Bamboo Yellow,#AE884B,59.08,7.19,37.91,hex
RAL 080 60 50,Brass Yellow,#B58735,59.35,9.33,49.18,hex
RAL 080 60 60,Fig Mustard Yellow,#BB8610,59.58,11.29,62.22,hex
RAL 080 60 70,Yellow Gold,#BE8400,59.39,13.53,64.94,hex
RAL 080 70 05,Garlic Beige,#B0AAA1,69.86,0.53,5.40,hex
RAL 080 70 10,Fine Greige,#B5A998,69.80,1.43,10.33,hex
RAL 080 70 20,Yellow Brown,#BFA785,69.76,3.60,20.83,hex
RAL 080 70 30,Mustard Seed Beige,#C5A574,69.50,5.01,29.77,hex
RAL 080 70 40,Diamond Yellow,#CEA461,69.85,7.40,40.37,hex
RAL 080 70 50,Antique Brass,#D4A24E,69.75,9.57,49.82,hex
RAL 080 70 60,Courgette Yellow,#DAA135,69.93,11.35,61.08,hex
RAL 080 70 70,Grapefruit Yellow,#DFA01A,70.11,13.24,69.91,hex
RAL 080 70 80,Sunflower Yellow,#E19C00,69.32,15.92,73.54,hex
RAL 080 70 88,Arnica Yellow,#E59B00,69.54,18.18,73.91,hex
RAL 080 80 05,Micaceous Light Grey,#CDC7BD,80.46,0.33,5.74,hex
RAL 080 80 10,Pastel Sand,#D5C6B4,80.64,2.28,10.91,hex
RAL 080 80 20,Natural Rice Beige,#DCC39F,80.04,3.42,21.35,hex
RAL 080 80 30,Yellow Beige,#E3C08D,79.59,5.49,30.36,hex
RAL 080 80 40,Straw Yellow,#ECBF7A,79.90,7.64,40.75,hex
RAL 080 80 50,Mirabelle Yellow,#F3BE67,80.10,9.44,50.58,hex
RAL 080 80 60,Full Yellow,#F9BC4F,80.00,11.45,61.63,hex
RAL 080 80 70,Pear Yellow,#FCB937,79.43,13.23,70.56,hex
RAL 080 80 80,Fire Yellow,#FFB70B,79.13,14.63,80.62,hex
RAL 080 80 90,Summer Yellow,#FFB700,79.12,14.54,81.73,hex
RAL 080 85 05,Wheat Flour White,#DDD6CA,85.87,0.34,6.77,hex
RAL 080 85 10,Onion White,#E2D5C2,85.83,1.34,11.00,hex
RAL 080 85 20,Nashi Pear Beige,#EDD4B1,86.14,3.41,20.51,hex
RAL 080 85 30,Vespa Yellow,#F3D19F,85.59,4.94,29.24,hex
RAL 080 85 40,Puff Pastry Yellow,#FCCF8B,85.60,7.33,39.68,hex
RAL 080 90 05,Japanese White,#EEE6D9,91.59,0.51,7.29,hex
RAL 080 90 10,Mushroom White,#F0E1CD,90.22,1.87,11.62,hex
RAL 080 90 20,Macadamia Beige,#F7DFBA,89.90,2.68,21.16,hex
RAL 080 90 30,Horseradish Yellow,#FFDEA9,90.03,4.03,30.23,hex
RAL 080 93 05,Milk Star White,#F5EDE2,94.09,0.83,6.28,hex
RAL 085 40 10,Mineral Green,#665D4E,39.92,0.90,9.94,hex
RAL 085 40 20,Khaki Green,#6A5A39,39.02,1.51,21.45,hex
RAL 085 40 30,Moss Brown,#715B2E,39.90,3.04,29.00,hex
RAL 085 50 10,Coriander Ochre,#7E7463,49.29,0.87,10.80,hex
RAL 085 50 20,Pyrite Slate Green,#867452,49.70,1.80,21.38,hex
RAL 085 50 30,Sepia Yellow,#8C7340,49.75,3.06,31.66,hex
RAL 085 50 40,Marshy Green,#8E712E,49.20,3.70,40.38,hex
RAL 085 50 50,Honey Yellow Green,#937016,49.31,5.46,50.52,hex
RAL 085 60 10,Matte Olive,#998F7F,59.84,0.92,9.85,hex
RAL 085 60 20,Pond Green,#A18E6B,59.88,1.74,21.29,hex
RAL 085 60 30,Wood Green,#A78C59,59.61,3.25,30.97,hex
RAL 085 60 40,Lichen Green,#AC8B46,59.60,4.25,41.03,hex
RAL 085 60 50,Mineral Umber,#B18B32,59.93,5.18,50.95,hex
RAL 085 60 60,Loden Yellow,#B68B13,60.30,6.34,61.89,hex
RAL 085 70 10,Raffia Greige,#B3A996,69.58,0.35,11.10,hex
RAL 085 70 20,Feldspar Grey,#BCA885,69.75,1.87,20.76,hex
RAL 085 70 30,Hay Yellow,#C2A770,69.67,2.27,32.06,hex
RAL 085 70 40,Winter Pear Beige,#C7A55F,69.38,3.75,40.66,hex
RAL 085 70 50,Autumn Apple Yellow,#CDA449,69.48,5.18,51.66,hex
RAL 085 70 60,Pitmaston Pear Yellow,#D0A32E,69.33,5.66,62.73,hex
RAL 085 70 70,Immortelle Yellow,#D4A207,69.37,7.09,72.01,hex
RAL 085 70 75,Golden Beryl Yellow,#D9A400,70.39,8.15,73.84,hex
RAL 085 80 10,Velvet Beige,#D0C5B1,79.91,0.50,11.41,hex
RAL 085 80 20,Mineral Beige,#D8C49F,79.94,1.37,21.17,hex
RAL 085 80 30,Moonlight Yellow,#E1C38B,80.13,2.90,32.08,hex
RAL 085 80 40,Table Pear Yellow,#E5C279,79.97,3.15,41.20,hex
RAL 085 80 50,Fruit Yellow,#EAC064,79.68,4.46,51.31,hex
RAL 085 80 60,Adonis Rose Yellow,#EFBF4D,79.70,5.59,61.86,hex
RAL 085 80 70,Barberry Yellow,#F3BD32,79.43,7.16,71.88,hex
RAL 085 80 80,Dandelion Yellow,#F5BB00,79.02,8.19,81.16,hex
RAL 085 80 85,Decor Yellow,#F6BB00,79.12,8.62,81.28,hex
RAL 085 85 10,Alabaster White,#DFD4BF,85.27,0.31,11.75,hex
RAL 085 85 20,Light Blond,#E8D3AF,85.42,1.78,20.50,hex
RAL 085 85 30,Willow-Flower Yellow,#F0D29D,85.53,3.03,30.15,hex
RAL 085 85 40,Light Ginger Yellow,#F7D28C,85.89,3.90,39.45,hex
RAL 085 90 10,Tulip White,#F1E5D1,91.39,0.79,11.21,hex
RAL 085 90 20,Alpine Berry Yellow,#F7E0BA,90.15,2.17,21.51,hex
RAL 085 90 30,Porcelain Yellow,#FDDDA7,89.57,3.54,30.62,hex
RAL 085 93 05,Vintage White,#F4EFE4,94.55,-0.20,5.91,hex
RAL 090 30 10,Limonite Brown,#4B4433,29.08,-0.14,11.40,hex
RAL 090 30 20,Bark Green,#514421,29.40,0.44,23.04,hex
RAL 090 40 10,Boulder Brown,#655E4E,40.12,-0.13,10.20,hex
RAL 090 40 20,Plum Green,#695C39,39.50,-0.15,22.04,hex
RAL 090 40 30,Vine Leaf Green,#6E5E2C,40.41,-0.33,30.62,hex
RAL 090 50 10,Graphite Grey Green,#7C7666,49.74,-0.61,9.65,hex
RAL 090 50 20,Pesto Green,#817553,49.51,-0.81,20.48,hex
RAL 090 50 30,Giant Cactus Green,#88763F,50.16,-0.55,32.60,hex
RAL 090 50 40,Aubergine Green,#8B762C,50.25,-0.67,42.36,hex
RAL 090 60 10,Oyster Grey,#968F7F,59.58,-0.25,9.45,hex
RAL 090 60 20,Manzanilla Olive,#9E8F6B,59.87,-0.06,21.23,hex
RAL 090 60 30,Camouflage Olive,#A28F5C,59.98,-0.22,29.71,hex
RAL 090 60 40,Laurel Green,#A58D45,59.42,-0.01,41.14,hex
RAL 090 60 50,Faint Green,#A58B2C,58.65,-0.52,51.76,hex
RAL 090 60 60,Titanite Yellow,#AD8F0F,60.40,-0.03,62.39,hex
RAL 090 70 10,Dusty Yellow,#B2AA98,69.81,-0.24,10.31,hex
RAL 090 70 20,Barbados Beige,#B8A983,69.62,-0.52,21.62,hex
RAL 090 70 30,Rhubarb Leaf Green,#BCA872,69.41,-0.51,30.56,hex
RAL 090 70 40,Hedgehog Cactus Yellow Green,#C4AA5E,70.38,-0.28,42.32,hex
RAL 090 70 50,Gooseberry Yellow,#C7A94A,70.19,-0.01,51.81,hex
RAL 090 70 60,Bud Green,#CAA82F,70.01,0.40,62.79,hex
RAL 090 70 70,Catkin Yellow,#CCA800,70.07,0.27,72.99,hex
RAL 090 70 80,Prehnite Yellow,#D0A700,70.21,2.58,73.28,hex
RAL 090 80 10,Light Beige,#CFC5B0,79.80,-0.02,11.79,hex
RAL 090 80 20,Champagne Beige,#D4C49E,79.58,-0.29,21.15,hex
RAL 090 80 30,Lemon Sorbet Yellow,#DCC68E,80.49,-0.29,30.92,hex
RAL 090 80 40,Blossom Yellow,#E1C77D,80.93,-0.68,40.31,hex
RAL 090 80 50,Tasman Honey Yellow,#E6C562,80.54,0.05,53.15,hex
RAL 090 80 60,New Yellow,#E8C247,79.73,0.76,64.15,hex
RAL 090 80 70,Fashion Yellow,#EDC537,80.86,0.63,71.31,hex
RAL 090 80 80,Poster Yellow,#ECC100,79.60,1.19,81.14,hex
RAL 090 80 90,Contrasting Yellow,#F2C200,80.44,3.26,82.00,hex
RAL 090 85 05,Pepper White,#DBD6CB,85.74,-0.20,6.03,hex
RAL 090 85 10,Paella Natural White,#E1D7C2,86.26,-0.05,11.59,hex
RAL 090 85 20,Cider Yellow,#E7D6AF,86.10,-0.14,21.42,hex
RAL 090 85 30,Palm Sugar Yellow,#EDD69D,86.27,-0.18,31.10,hex
RAL 090 85 40,March Yellow,#F1D48A,85.82,0.30,40.26,hex
RAL 090 85 50,Oriole Yellow,#F6D576,86.25,-0.06,50.76,hex
RAL 090 90 05,Marzipan White,#EAE4D8,90.75,-0.02,6.57,hex
RAL 090 90 10,Primrose White,#ECE4D0,90.72,-0.62,10.73,hex
RAL 090 90 20,Cream Yellow,#F4E3BB,90.67,-0.34,21.67,hex
RAL 090 90 30,Wax Yellow,#F8E1A8,90.15,-0.28,30.81,hex
RAL 090 90 40,Lemon Cream,#FEE193,90.34,-0.31,41.77,hex
RAL 090 90 50,Tiger Yellow,#FFDE7E,89.40,-0.36,50.91,hex
RAL 090 90 60,Sunrose Yellow,#FFDB67,88.40,-0.59,60.44,hex
RAL 090 93 05,Cream White,#F2EEE2,94.11,-0.71,6.28,hex
RAL 095 40 10,Shady Green,#635D4C,39.59,-0.72,10.65,hex
RAL 095 40 20,Forest Green,#665B38,38.89,-1.05,21.78,hex
RAL 095 40 30,Bean Green,#685C27,39.15,-2.43,31.66,hex
RAL 095 50 10,Dull Olive,#7A7564,49.23,-1.18,10.08,hex
RAL 095 50 20,Cabbage Green,#807553,49.42,-1.24,20.33,hex
RAL 095 50 30,Caper Green,#847640,49.78,-2.25,31.51,hex
RAL 095 50 40,Garden Lettuce Green,#87762B,49.84,-2.58,42.26,hex
RAL 095 50 50,Artichoke Green,#897714,50.17,-3.29,51.44,hex
RAL 095 60 10,Pale Green Grey,#96907E,59.83,-0.98,10.37,hex
RAL 095 60 20,Pale Green,#9A8F6C,59.52,-1.56,20.15,hex
RAL 095 60 30,Cypress Green,#9E8F57,59.53,-2.47,31.76,hex
RAL 095 60 40,Grape Green,#A18F44,59.56,-2.95,41.71,hex
RAL 095 60 50,Gooseberry Green,#A3912F,60.11,-4.55,51.93,hex
RAL 095 60 60,Guava Green,#A18D0D,58.66,-4.46,60.89,hex
RAL 095 60 70,Romaine Green,#A38E00,59.10,-4.29,63.37,hex
RAL 095 70 10,Sand Grey,#B2AB98,70.08,-0.78,10.69,hex
RAL 095 70 20,Crocodile Green,#B7AC87,70.40,-1.97,20.50,hex
RAL 095 70 30,Chicory Green,#BBAB75,70.16,-2.17,29.93,hex
RAL 095 70 40,Banana Green,#BDAA5D,69.73,-3.31,41.87,hex
RAL 095 70 50,Star Fruit Yellow Green,#BEAA4A,69.61,-4.41,50.93,hex
RAL 095 70 60,Papaya Yellow Green,#BEA932,69.15,-5.27,60.49,hex
RAL 095 70 70,Bronze Green,#C3AA00,69.72,-4.79,72.34,hex
RAL 095 80 10,Sapphire Light Yellow,#CDC7B4,80.25,-1.16,10.26,hex
RAL 095 80 20,Pale Olive,#D3C7A1,80.33,-1.82,20.57,hex
RAL 095 80 30,Asparagus Yellow,#DAC98E,81.09,-2.63,31.68,hex
RAL 095 80 40,Pea Green,#DDC87A,80.79,-3.10,41.57,hex
RAL 095 80 50,Williams Pear Yellow,#DDC765,80.27,-4.47,51.22,hex
RAL 095 80 60,Greenish Yellow,#DBC44D,79.09,-5.43,60.64,hex
RAL 095 80 70,Mimosa Yellow,#DFC633,79.79,-6.01,71.17,hex
RAL 095 80 80,Sorbet Yellow,#DAC100,77.90,-6.62,79.15,hex
RAL 095 85 10,Salsify White,#DED8C4,86.32,-1.32,10.59,hex
RAL 095 85 20,Dull Light Yellow,#E5D9B4,86.79,-1.73,19.74,hex
RAL 095 85 30,Leaf Yellow,#E9D79E,86.20,-2.11,30.43,hex
RAL 095 85 40,Natural Yellow,#EED88B,86.58,-2.83,40.68,hex
RAL 095 85 50,Sport Yellow,#EFD678,85.91,-3.22,49.23,hex
RAL 095 90 10,Atlas White,#ECE4CE,90.68,-0.93,11.71,hex
RAL 095 90 20,Pearl Yellow,#F1E3BC,90.45,-1.30,20.80,hex
RAL 095 90 30,Lemon Ice Yellow,#F6E2A7,90.22,-1.67,31.38,hex
RAL 095 90 40,Fresh Yellow,#F7E190,89.69,-3.35,42.32,hex
RAL 095 90 50,Luminous Yellow,#FEE37F,90.57,-3.20,51.83,hex
RAL 095 90 59,Dynamic Yellow,#FFE36D,90.46,-4.21,60.08,hex
RAL 095 93 05,Crepe Silk White,#F0EEE3,93.98,-1.23,5.55,hex
RAL 100 20 05,Night Green,#302F27,19.26,-1.29,5.31,hex
RAL 100 30 05,Volcanic Stone Green,#45433B,28.37,-0.81,5.16,hex
RAL 100 30 10,Vermilion Green,#474230,27.98,-1.22,11.75,hex
RAL 100 30 20,Uniform Green,#4C4623,29.51,-3.07,21.87,hex
RAL 100 40 05,Dove Grey,#5D5B53,38.61,-0.80,4.90,hex
RAL 100 40 10,Slick Green,#615D4C,39.40,-1.58,10.36,hex
RAL 100 40 20,Broccoli Green,#635D3B,39.24,-3.24,20.41,hex
RAL 100 40 30,High Forest Green,#665D25,39.22,-4.13,32.73,hex
RAL 100 40 40,Brussels Sprout Green,#665E0D,39.34,-6.06,42.88,hex
RAL 100 50 05,Forest Floor Khaki,#78766D,49.56,-0.97,5.23,hex
RAL 100 50 10,Lapwing Grey Green,#7A7562,49.18,-1.52,11.19,hex
RAL 100 50 20,Green Woodpecker Olive,#7D7853,50.00,-4.23,21.05,hex
RAL 100 50 30,Steppe Green,#7D7640,49.11,-5.39,30.55,hex
RAL 100 50 40,Faience Green,#81762B,49.25,-5.36,41.46,hex
RAL 100 50 50,Tool Green,#7F7711,49.19,-8.10,51.05,hex
RAL 100 60 05,Smoky Grey Green,#939087,59.80,-0.57,5.17,hex
RAL 100 60 10,Olivine Grey,#928E7C,58.89,-1.75,10.13,hex
RAL 100 60 20,Grey-Headed Woodpecker Green,#98916C,59.90,-3.48,20.62,hex
RAL 100 60 30,Cardamom Green,#989057,59.26,-5.57,31.31,hex
RAL 100 60 40,Lettuce Green,#9B9246,59.86,-7.04,40.92,hex
RAL 100 60 50,Art Nouveau Green,#9C932F,60.02,-8.76,51.63,hex
RAL 100 60 60,Smoothie Green,#988E01,58.06,-9.33,61.99,hex
RAL 100 70 05,Smoky White,#AEADA3,70.55,-1.47,5.26,hex
RAL 100 70 10,Anise Grey Yellow,#B0AC98,70.18,-2.07,10.81,hex
RAL 100 70 20,Sand Brown,#B3AC85,70.02,-3.82,21.02,hex
RAL 100 70 30,Hippie Green,#B4AC71,69.75,-6.02,31.40,hex
RAL 100 70 40,Linden Green,#B8AE60,70.39,-7.24,41.07,hex
RAL 100 70 50,Dill Green,#B6AC4B,69.44,-8.82,50.09,hex
RAL 100 70 60,New Green,#B5AC31,69.15,-10.82,60.57,hex
RAL 100 80 05,Natural Grey,#C8C7BC,80.04,-1.61,5.62,hex
RAL 100 80 10,Pale Beige,#CCC7B1,80.10,-2.01,11.64,hex
RAL 100 80 20,Soft Green,#D2CAA1,81.03,-3.76,21.52,hex
RAL 100 80 30,Silver Green,#D2C88C,80.13,-5.48,31.32,hex
RAL 100 80 40,March Tulip Green,#D4C978,80.25,-7.44,41.74,hex
RAL 100 80 50,Light Olive,#D4C964,80.01,-9.28,51.19,hex
RAL 100 80 60,Advertisement Green,#D8CB4B,80.64,-10.39,63.02,hex
RAL 100 80 70,LED Green,#D8CB32,80.48,-11.57,71.88,hex
RAL 100 80 80,March Green,#D4CC00,80.28,-14.79,80.63,hex
RAL 100 85 05,Celery White,#DBD9CD,86.55,-1.41,6.15,hex
RAL 100 85 10,Palm Heart Cream,#DDD8C2,86.20,-2.00,11.46,hex
RAL 100 85 20,Beige Green,#E0D8B0,86.05,-3.63,20.75,hex
RAL 100 85 30,Crystal Yellow,#E4D99F,86.32,-4.92,30.00,hex
RAL 100 90 05,Brilliant Yellow,#E8E5D8,90.85,-1.22,6.69,hex
RAL 100 90 10,Elderberry White,#EAE5CF,90.80,-1.99,11.33,hex
RAL 100 90 20,Designer Cream Yellow,#EFE5BB,90.77,-3.19,21.74,hex
RAL 100 90 30,Boxwood Yellow,#EFE4A5,90.12,-5.58,32.16,hex
RAL 100 90 40,Primrose Yellow,#F3E692,90.65,-7.22,42.49,hex
RAL 100 90 50,Spring Yellow,#F2E47D,89.79,-8.65,51.60,hex
RAL 100 93 05,Fog White,#F1EFE4,94.33,-1.23,5.55,hex
RAL 1000,Green beige,#CDBA88,75.99,-0.63,27.85,hex
RAL 1001,Beige,#D0B084,73.63,5.39,26.86,hex
RAL 1002,Sand yellow,#D2AA6D,71.93,6.94,36.85,hex
RAL 1003,Signal yellow,#F9A900,75.15,19.32,78.75,hex
RAL 1004,Golden yellow,#E49E00,70.14,16.15,74.25,hex
RAL 1005,Honey yellow,#CB8F00,63.63,13.29,68.51,hex
RAL 1006,Maize yellow,#E19000,66.49,22.33,71.67,hex
RAL 1007,Daffodil yellow,#E88C00,66.46,27.41,72.08,hex
RAL 1011,Brown beige,#AF8050,57.21,12.53,33.00,hex
RAL 1012,Lemon yellow,#DDAF28,73.67,4.74,69.04,hex
RAL 1013,Oyster white,#E3D9C7,87.04,0.42,10.09,hex
RAL 1014,Ivory,#DDC49B,80.30,2.75,23.85,hex
RAL 1015,Light ivory,#E6D2B5,85.13,2.40,16.91,hex
RAL 1016,Sulfur yellow,#F1DD39,87.34,-9.79,76.74,hex
RAL 1017,Saffron yellow,#F6A951,75.18,20.28,55.48,hex
RAL 1018,Zinc yellow,#FACA31,83.33,3.37,75.89,hex
RAL 1019,Grey beige,#A48F7A,60.73,4.49,14.08,hex
RAL 1020,Olive yellow,#A08F65,59.94,-0.00,24.69,hex
RAL 1021,Colza yellow,#F6B600,77.91,11.22,80.45,hex
RAL 1023,Traffic yellow,#F7B500,77.77,12.18,80.41,hex
RAL 1024,Ochre yellow,#BA8F4C,62.18,8.61,41.38,hex
RAL 1026,Luminous yellow,#FFFF00,97.14,-21.55,94.48,hex
RAL 1027,Curry,#A77F0F,55.51,6.08,58.34,hex
RAL 1028,Melon yellow,#FF9C00,72.92,28.61,77.65,hex
RAL 1032,Broom yellow,#E2A300,71.12,12.62,74.81,hex
RAL 1033,Dahlia yellow,#F99A1D,71.79,27.50,71.81,hex
RAL 1034,Pastel yellow,#EB9C52,70.91,22.67,49.90,hex
RAL 1035,Pearl beige,#8F8370,55.32,1.28,11.93,hex
RAL 1036,Pearl gold,#806440,44.34,6.37,24.65,hex
RAL 1037,Sun yellow,#F09200,68.81,27.60,74.09,hex
RAL 110 20 10,Metal Construction Green,#2F2E1F,18.62,-2.59,9.86,hex
RAL 110 30 10,Dark Olive Green,#454636,29.19,-3.64,9.54,hex
RAL 110 30 20,Nori Seaweed Green,#464826,29.61,-6.85,20.07,hex
RAL 110 40 10,Stump Green,#5E5F4D,39.75,-3.88,10.20,hex
RAL 110 40 20,Antique Green,#5C5D39,38.55,-6.67,20.57,hex
RAL 110 40 30,Gardener Green,#5E602A,39.43,-9.22,30.15,hex
RAL 110 40 40,Kirchner Green,#5C6116,39.38,-12.24,39.46,hex
RAL 110 50 10,November Green,#767764,49.45,-3.95,10.35,hex
RAL 110 50 20,Alexandrite Green,#767853,49.39,-7.21,20.13,hex
RAL 110 50 30,Plant Green,#777A44,49.81,-9.84,29.11,hex
RAL 110 50 40,Ripe Green,#747A2C,49.27,-13.45,40.67,hex
RAL 110 50 50,Portuguese Green,#717910,48.54,-15.77,50.27,hex
RAL 110 50 55,Flag Green,#717C00,49.41,-17.75,54.29,hex
RAL 110 60 10,Grey Green,#90917E,59.60,-3.85,9.98,hex
RAL 110 60 20,Peapod Green,#8E916D,59.07,-7.38,18.80,hex
RAL 110 60 30,Indian Green,#91955F,60.20,-10.26,28.07,hex
RAL 110 60 40,Winterpea Green,#8E9549,59.64,-13.99,38.89,hex
RAL 110 60 50,Airline Green,#8C9632,59.54,-17.24,49.47,hex
RAL 110 60 60,Woodruff Green,#8B9916,60.19,-20.54,59.46,hex
RAL 110 60 65,Traffic Light Green,#8C9900,60.21,-20.54,63.27,hex
RAL 110 70 10,Chinese Tea Green,#ACAD98,70.12,-4.10,10.68,hex
RAL 110 70 20,Wall Green,#ABAE86,69.93,-7.85,20.24,hex
RAL 110 70 30,Wasabi Green,#A9AD74,69.17,-10.60,28.88,hex
RAL 110 70 40,April Green,#A9B062,69.73,-14.27,38.97,hex
RAL 110 70 50,Delaunay Green,#AAB350,70.43,-17.11,48.62,hex
RAL 110 70 60,Lime Green,#A6B237,69.63,-20.04,58.39,hex
RAL 110 70 70,Chlorophyll Green,#9EB100,68.54,-24.65,70.08,hex
RAL 110 70 77,Marker Green,#9DAF00,67.89,-24.10,69.56,hex
RAL 110 80 10,Spring Grey,#C5C6B3,79.34,-3.69,9.41,hex
RAL 110 80 20,Mint Ice Green,#C9CAA1,80.31,-7.14,20.42,hex
RAL 110 80 30,Springtide Green,#C8CB8E,80.15,-10.65,30.17,hex
RAL 110 80 40,Lime Sorbet Green,#C6CD7D,80.26,-14.50,39.01,hex
RAL 110 80 50,Easter Green,#C7CF68,80.61,-17.24,49.75,hex
RAL 110 80 60,Clown Green,#C4D056,80.47,-20.43,57.74,hex
RAL 110 80 70,Juice Green,#C0D036,79.95,-23.97,69.42,hex
RAL 110 85 10,Veltliner White,#D7D8C3,85.76,-3.97,10.24,hex
RAL 110 85 20,Kohlrabi Green,#D9D9B1,85.78,-6.57,19.77,hex
RAL 110 85 30,Burgundy Grey,#DADBA0,86.06,-9.59,29.00,hex
RAL 110 85 40,Wax Green,#D8DB8B,85.57,-12.94,39.02,hex
RAL 110 85 50,Sprout Green,#D6DB76,85.13,-15.92,48.78,hex
RAL 110 90 05,Cotton White,#E4E3D8,90.04,-1.58,5.49,hex
RAL 110 90 10,Light Fern Green,#E6E6D0,90.77,-3.75,10.73,hex
RAL 110 90 20,Lily Scent Green,#E6E6BC,90.34,-6.83,20.53,hex
RAL 110 90 30,Kiwi Ice Cream Green,#E5E7A7,90.14,-10.60,31.03,hex
RAL 110 90 40,Lime Juice Green,#E5E896,90.13,-13.17,39.60,hex
RAL 110 93 05,Raffia White,#EEEEE3,93.83,-1.91,5.32,hex
RAL 110 96 02,Laundry White,#F6F7F1,97.01,-1.38,2.76,hex
RAL 110-1,,#E6E7E6,91.54,-0.51,0.37,hex
RAL 110-2,,#DEDDD5,87.99,-1.07,4.04,hex
RAL 110-3,,#C8C6BE,79.83,-0.74,4.25,hex
RAL 110-4,,#C6C7C4,80.09,-0.89,1.38,hex
RAL 110-5,,#C9CCC6,81.66,-2.12,2.62,hex
RAL 110-6,,#C8C8C7,80.58,-0.18,0.50,hex
RAL 110-M,,#A0A2A4,66.52,-0.33,-1.29,hex
RAL 120 30 05,Racing Green,#41433A,27.96,-2.77,5.19,hex
RAL 120 30 10,Country House Green,#414634,28.78,-5.79,10.19,hex
RAL 120 30 20,Avocado Dark Green,#3E4826,28.90,-10.61,19.04,hex
RAL 120 40 05,English Green,#5A5C53,38.64,-2.64,4.91,hex
RAL 120 40 10,Almond Green,#595E4C,38.99,-5.57,9.68,hex
RAL 120 40 20,Cactus Green,#56603D,39.04,-10.50,18.75,hex
RAL 120 40 30,Basil Green,#54622E,39.27,-14.49,27.59,hex
RAL 120 40 40,Pepper Green,#4E6314,38.89,-19.96,39.35,hex
RAL 120 50 05,Smoke Green,#75766C,49.28,-2.33,5.38,hex
RAL 120 50 10,Velvet Green Grey,#737866,49.54,-5.37,9.26,hex
RAL 120 50 20,Parrot Green,#717B56,49.92,-10.52,19.05,hex
RAL 120 50 30,Quartz Green,#6E7C45,49.69,-14.68,28.26,hex
RAL 120 50 40,Hedge Green,#697D36,49.42,-19.02,35.75,hex
RAL 120 50 50,Birch Leaf Green,#637E1D,49.08,-24.06,46.31,hex
RAL 120 60 05,Bluish Grey,#929489,60.87,-2.81,5.56,hex
RAL 120 60 10,Lavender Leaf Green,#8C9180,59.33,-5.03,8.40,hex
RAL 120 60 20,Cider Pear Green,#8A946F,59.64,-10.29,18.41,hex
RAL 120 60 30,Vesuvian Green,#879860,60.29,-15.79,27.50,hex
RAL 120 60 40,Bamboo Grass Green,#82994C,59.93,-20.76,37.50,hex
RAL 120 60 50,Aloe Vera Green,#7E9B39,60.05,-25.20,46.66,hex
RAL 120 60 60,Mamba Green,#779A20,59.10,-29.20,55.19,hex
RAL 120 60 63,Luminescent Green,#769C18,59.61,-30.89,57.89,hex
RAL 120 70 05,Laurel Grey,#AAACA2,69.94,-2.56,4.89,hex
RAL 120 70 10,Nile Green,#A9AD99,69.91,-5.04,9.80,hex
RAL 120 70 20,Filigree Green,#A5AF89,69.80,-10.21,18.36,hex
RAL 120 70 30,Serpentine Green,#A2B37A,70.40,-15.65,27.22,hex
